date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:49	167/167	U-----	200	untouched ('OK')	text/plain	date:Thu,%2017%20Nov%202011%2019:33:42%20GMT	http://www.uticaod.com/robots.txt		(from )
14:16:53	72240/72240	---MC-	200	added ('OK')	text/html	date:Thu,%2017%20Nov%202011%2020:16:03%20GMT	http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences.html	(from )
14:16:55	50092/50092	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Nov%202011%2020:16:06%20GMT	http://www.uticaod.com/living/x2146635165/g000000000000000000ca8e1e6d494f1613a2bfdbe75fd6c4edbf66b26a.jpg	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/www.uticaod.com/living/x2146635165/g000000000000000000ca8e1e6d494f1613a2bfdbe75fd6c4edbf66b26a.1a.delayed	(from )
14:16:55	320/320	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Nov%202011%2020:16:09%20GMT	http://global.static.ghm.zope.net/resources/deep_dish/ndnover.png	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/deep_dish/ndnover.20.delayed	(from )
14:16:56	21603/21603	---M--	200	added ('OK')	image/jpeg	etag:%22e23db98c62a18c58f3ee373e1e88bc10%22	http://thumbnail.newsinc.com/23548859.jpg	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/thumbnail.newsinc.com/23548859.jpg	(from )
14:16:56	23098/23098	---M--	200	added ('OK')	text/css	date:Thu,%2017%20Nov%202011%2018:12:12%20GMT	http://global.static.ghm.zope.net/resources/deep_dish/css/dd_base.css	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/deep_dish/css/dd_base.css	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:16:57	1027/1027	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Sep%202010%2019:20:16%20GMT	http://global.static.ghm.zope.net/resources/deep_dish/css/iyp.css	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/deep_dish/css/iyp.css	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:16:57	6466/6466	---M--	200	added ('OK')	text/css	date:Wed,%2016%20Nov%202011%2016:23:34%20GMT	http://global.static.ghm.zope.net/resources/deep_dish/css/color_base.css	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/deep_dish/css/color_base.css	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:16:58	4210/4210	---M--	200	added ('OK')	text/css	date:Thu,%2002%20Sep%202010%2022:17:35%20GMT	http://global.static.ghm.zope.net/resources/deep_dish/css/color_blue.css	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/deep_dish/css/color_blue.css	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:16:58	126/126	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Oct%202009%2018:55:29%20GMT	http://global.static.ghm.zope.net/resources/deep_dish/css/dd_print.css	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/deep_dish/css/dd_print.css	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:16:59	8748/8748	---M--	200	added ('OK')	text/css	date:Tue,%2016%20Aug%202011%2021:25:00%20GMT	http://global.static.ghm.zope.net/resources/global/css_comments.css	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/global/css_comments.css	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:16:59	332/332	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Nov%202011%2020:16:12%20GMT	http://global.static.ghm.zope.net/resources/global/images/plus_icon_white.gif	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/global/images/plus_icon_white.55.delayed	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:16:59	2547/2547	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Nov%202011%2023:46:43%20GMT	http://www.uticaod.com/archive/x1944400702/g06406400000000000078c80c64c7e66d3991b42547cd4e2c739e625f31.jpg	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/www.uticaod.com/archive/x1944400702/g06406400000000000078c80c64c7e66d3991b42547cd4e2c739e625f31.jpg	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
14:17:00	8881/8881	---M--	200	added ('OK')	application/x-javascript	date:Tue,%2009%20Aug%202011%2015:29:05%20GMT	http://global.static.ghm.zope.net/resources/deep_dish/scripts/jquery.jcarousel.pack.js	L:/Clients/Myriad%20Communications/Download/uticaod/uticaod/global.static.ghm.zope.net/resources/deep_dish/scripts/jquery.jcarousel.pack.js	(from http://www.uticaod.com/living/x2146635165/MVCC-speaker-Diversity-is-not-noticing-the-differences)
